,Timestamp,Age,Gender,City,Position,YOE,Level,Salary,SOYA,Language
1251,04/12/2019 20:54:58,40.0,Female,Berlin,Backend Developer,18,Senior,80000.0,70000.0,English
1252,04/12/2019 21:03:20,26.0,Female,Berlin,Data Scientist,2,Junior,47000.0,45000.0,English
1254,04/12/2019 21:21:37,25.0,Male,Hamburg,Frontend Developer,4,Middle,66000.0,60000.0,English
1256,04/12/2019 21:37:14,32.0,Male,Berlin,Software Architect,4,Senior,87000.0,81000.0,English
1258,04/12/2019 21:53:33,34.0,Male,Hamburg,Backend Developer,10,Middle,65000.0,60000.0,English
1259,04/12/2019 22:07:24,28.0,Male,Berlin,Data Engineer,2,Middle,95000.0,90000.0,Deutsch
1261,04/12/2019 22:07:52,33.0,Male,Berlin,Support,2,Junior,36000.0,30000.0,Deutsch
1265,04/12/2019 22:28:46,35.0,Male,Berlin,Business Analyst,7,Middle,57000.0,46000.0,English
1267,04/12/2019 22:31:12,30.0,Male,Berlin,Data Scientist,4,Senior,66000.0,50000.0,English
1274,04/12/2019 23:52:25,30.0,Male,Frankfurt,Data Scientist,4,Senior,80000.0,75000.0,English
1276,05/12/2019 00:04:58,46.0,Male,Hamburg,Fullstack Developer,11,Senior,60000.0,53000.0,Deutsch
1277,05/12/2019 00:07:27,28.0,Male,Munich,Data Engineer,4,Middle,60000.0,60000.0,English
1278,05/12/2019 00:27:04,41.0,Male,Heidelberg,Data Scientist,10,Senior,133000.0,127000.0,English
1282,05/12/2019 01:17:29,27.0,Male,Berlin,Business Analyst,5,Senior,62000.0,55000.0,English
1284,05/12/2019 05:53:14,31.0,Male,Berlin,Product Manager,5,Middle,55000.0,45000.0,Deutsch
1285,05/12/2019 07:02:04,40.0,Female,Berlin,Backend Developer,10,Senior,68000.0,63000.0,English
1286,05/12/2019 07:16:22,35.0,Male,Berlin,Software Architect,8,Senior,85000.0,80000.0,English
1287,05/12/2019 07:41:11,36.0,Male,Bielefeld,Fullstack Developer,16,Senior,72000.0,72000.0,English
1289,05/12/2019 07:42:47,27.0,Male,Berlin,Backend Developer,8,Senior,70000.0,70000.0,English
1290,05/12/2019 07:44:47,30.0,Male,Berlin,DevOps,8,Senior,63600.0,60000.0,English
1291,05/12/2019 07:57:37,30.0,Male,Berlin,Backend Developer,9,Senior,79000.0,79000.0,English
1293,05/12/2019 08:11:01,34.0,Male,Berlin,Backend Developer,6,Senior,60000.0,52000.0,Deutsch
1296,05/12/2019 08:32:27,33.0,Male,Berlin,Backend Developer,11,Senior,91000.0,85000.0,English
1299,05/12/2019 08:55:01,34.0,Female,Berlin,Data Scientist,2,Middle,65000.0,51000.0,English
1300,05/12/2019 09:05:23,42.0,Male,Berlin,Software Architect,20,Senior,95000.0,90000.0,English
1301,05/12/2019 09:09:26,30.0,Female,Berlin,Data Scientist,5,Middle,65000.0,54000.0,English
1302,05/12/2019 09:13:33,30.0,Male,Berlin,Backend Developer,10,Senior,75000.0,66000.0,English
1303,05/12/2019 09:14:09,30.0,Male,Berlin,Fullstack Developer,6,Senior,70000.0,58000.0,English
1304,05/12/2019 09:29:12,32.0,Female,Berlin,Mobile Developer,7,Middle,55000.0,52000.0,English
1305,05/12/2019 09:29:58,29.0,Female,Berlin,Data Scientist,2,Middle,40000.0,40000.0,English
1307,05/12/2019 09:38:10,29.0,Male,Berlin,Fullstack Developer,8,Senior,72000.0,70000.0,English
1311,05/12/2019 09:48:37,26.0,Male,Frankfurt,Frontend Developer,6,Middle,76000.0,65000.0,Deutsch
1312,05/12/2019 09:52:03,37.0,Male,Dublin,Manager,15,Senior,98000.0,130000.0,English
1313,05/12/2019 09:52:25,36.0,Male,Berlin,Backend Developer,10,Senior,62000.0,55000.0,Deutsch
1315,05/12/2019 10:25:42,30.0,Male,Berlin,Software Architect,10,Senior,73000.0,66000.0,English
1316,05/12/2019 10:31:36,35.0,Female,Berlin,Frontend Developer,2,Junior,50000.0,40000.0,English
1317,05/12/2019 10:37:31,23.0,Male,Jyvaskyla,Backend Developer,2,Middle,36000.0,24000.0,English
1318,05/12/2019 10:39:25,28.0,Male,Berlin,Backend Developer,7,Senior,80000.0,66000.0,English
1319,05/12/2019 10:43:01,31.0,Male,Berlin,Business Analyst,8,Senior,91000.0,84000.0,English
1321,05/12/2019 11:46:19,27.0,Male,Berlin,Data Engineer,5,Senior,77000.0,70000.0,English
1323,05/12/2019 12:24:15,32.0,Male,Stuttgart,Frontend Developer,12,Senior,69000.0,55000.0,Deutsch
1327,05/12/2019 13:14:46,34.0,Female,Munich,Business Analyst,9,Senior,75000.0,55000.0,English
1328,05/12/2019 13:28:32,29.0,Female,Berlin,Data Scientist,3,Middle,57000.0,55000.0,Deutsch
1329,05/12/2019 13:37:42,34.0,Male,Frankfurt,Data Scientist,3,Middle,50000.0,50000.0,English
1330,05/12/2019 13:42:19,35.0,Female,Berlin,Data Scientist,5,Senior,71000.0,68000.0,English
1332,05/12/2019 13:54:32,39.0,Male,Berlin,Data Engineer,3,Senior,63000.0,56000.0,English
1334,05/12/2019 14:10:19,39.0,Male,Dubai,Researcher,18,Senior,120000.0,120000.0,English
1335,05/12/2019 14:16:49,34.0,Male,Berlin,Data Scientist,4,Senior,67000.0,67000.0,English
1336,05/12/2019 14:23:38,27.0,Male,Munich,Data Scientist,7,Senior,90000.0,75000.0,English
1338,05/12/2019 14:51:46,32.0,Female,Munich,Fullstack Developer,5,Middle,70000.0,58000.0,English
1339,05/12/2019 14:59:20,35.0,Male,Berlin,Mobile Developer,8,Senior,65000.0,56000.0,Deutsch
1340,05/12/2019 15:01:08,29.0,Male,Frankfurt,Data Scientist,1,Senior,61800.0,60000.0,Deutsch
1343,05/12/2019 15:52:31,27.0,Male,Berlin,Frontend Developer,5,Middle,60000.0,48000.0,Deutsch
1345,05/12/2019 17:46:15,33.0,Male,Berlin,Frontend Developer,11,Senior,70000.0,70000.0,English
1347,05/12/2019 18:14:53,45.0,Female,Berlin,QA,15,Senior,65000.0,47000.0,English
1349,05/12/2019 19:02:28,33.0,Female,Berlin,Data Scientist,1,Middle,50000.0,45000.0,English
1351,05/12/2019 19:09:28,25.0,Male,Moscow,Frontend Developer,3,Middle,24000.0,17000.0,Russian
1353,05/12/2019 19:31:49,36.0,Male,Hamburg,Machine Learning Engineer,5,Lead,85000.0,75000.0,Deutsch
1354,05/12/2019 19:33:03,33.0,Male,Berlin,Head of Engineering,16,Senior,115000.0,95000.0,English
1356,05/12/2019 20:20:22,32.0,Male,Berlin,Backend Developer,2,Middle,53900.0,49000.0,English
1359,05/12/2019 21:21:47,42.0,Male,Frankfurt,Manager,18,Senior,83000.0,75000.0,Deutsch
1360,05/12/2019 21:34:35,37.0,Male,Hamburg,Backend Developer,12,Senior,72000.0,65000.0,English
1364,05/12/2019 22:22:55,32.0,Male,Berlin,Backend Developer,12,Senior,75000.0,65000.0,English
1369,05/12/2019 23:06:14,32.0,Male,Berlin,Software Engineer,10,Lead,83000.0,75000.0,English
1370,05/12/2019 23:22:42,26.0,Male,Munich,Backend Developer,3,Middle,56000.0,53000.0,English
1371,05/12/2019 23:30:41,33.0,Female,Hamburg,QA,12,Senior,65000.0,61000.0,English
1372,05/12/2019 23:53:39,31.0,Female,Berlin,Data Scientist,2,Middle,62000.0,55000.0,English
1373,06/12/2019 00:12:12,30.0,Male,Berlin,Fullstack Developer,8,Senior,60000.0,55000.0,English
1374,06/12/2019 00:16:16,35.0,Male,Berlin,Tech Lead,16,Senior,107000.0,97000.0,English
1375,06/12/2019 00:21:47,32.0,Male,Berlin,Mobile Developer,10,Senior,78000.0,70000.0,English
1376,06/12/2019 01:53:55,38.0,Male,Berlin,Software Architect,16,Senior,75000.0,54000.0,English
1377,06/12/2019 07:46:19,28.0,Male,Berlin,Backend Developer,4,Senior,75000.0,55000.0,English
1379,06/12/2019 08:03:53,34.0,Male,Lingen,Mobile Developer,8,Senior,65000.0,65000.0,Deutsch
1380,06/12/2019 08:11:52,31.0,Male,Berlin,Fullstack Developer,9,Senior,65000.0,60000.0,English
1381,06/12/2019 08:13:15,30.0,Male,Munich,QA,9,Senior,68000.0,62000.0,English
1390,06/12/2019 11:05:29,28.0,Male,Munich,Fullstack Developer,3,Senior,63000.0,53000.0,English
1391,06/12/2019 11:14:46,28.0,Male,Berlin,Frontend Developer,8,Lead,82000.0,65000.0,English
1396,06/12/2019 14:19:12,48.0,Male,Berlin,Backend Developer,15,Senior,65000.0,64000.0,Deutsch
1400,06/12/2019 18:19:13,30.0,Female,Berlin,Software Engineer,7,Middle,66000.0,61000.0,English
1401,06/12/2019 19:04:23,38.0,Male,Dresden,Embedded Developer,8,Senior,55000.0,54000.0,Deutsch
1402,06/12/2019 19:42:08,27.0,Male,Berlin,Data Scientist,5,Senior,125000.0,110000.0,Russian
1403,06/12/2019 19:50:20,27.0,Female,Berlin,Cloud Platform Engineer,6,Middle,70000.0,54000.0,English
1404,06/12/2019 20:14:09,37.0,Male,Lugano,Fullstack Developer,3,Middle,84000.0,84000.0,Italian
1408,06/12/2019 22:32:00,35.0,Male,Frankfurt,Backend Developer,16,Senior,110000.0,103000.0,English
1409,06/12/2019 22:37:07,34.0,Male,Berlin,Backend Developer,14,Senior,86000.0,81000.0,English
1410,06/12/2019 22:43:34,27.0,Male,Berlin,"CTO (CEO, CFO)",6,Head,24000.0,24000.0,English
1411,06/12/2019 22:47:34,38.0,Female,Stuttgart,Embedded Developer,14,Senior,82000.0,79000.0,Deutsch
1412,06/12/2019 22:50:38,41.0,Male,Berlin,Crypto Developer,20,Senior,140000.0,115000.0,English
1413,07/12/2019 00:40:44,32.0,Female,Berlin,Backend Developer,13,Senior,64000.0,63000.0,English
1414,07/12/2019 09:33:27,29.0,Male,Munich,Embedded Developer,4,Senior,74000.0,63000.0,English
1415,07/12/2019 09:39:37,31.0,Female,Berlin,Data Scientist,1,Middle,59000.0,56000.0,English
1416,07/12/2019 12:47:38,37.0,Male,Cologne,QA,4,Middle,53000.0,53000.0,Deutsch
1417,07/12/2019 13:43:00,32.0,Male,Berlin,Data Scientist,10,Senior,103000.0,96000.0,English
1418,07/12/2019 15:25:06,27.0,Male,Berlin,Frontend Developer,7,Senior,75000.0,75000.0,English
1419,07/12/2019 15:51:26,25.0,Male,Berlin,Backend Developer,8,Senior,110000.0,80000.0,English
1421,07/12/2019 17:40:25,30.0,Male,Berlin,Manager,9,Senior,85000.0,74000.0,English
1424,07/12/2019 20:53:43,30.0,Female,Berlin,Cloud Platform Engineer,7,Middle,66340.0,61100.0,English
1425,07/12/2019 20:55:14,24.0,Male,Moscow,Machine Learning Engineer,2,Middle,30000.0,19600.0,Russian
1427,08/12/2019 08:18:03,32.0,Male,Frankfurt,Data Engineer,10,Middle,68000.0,65000.0,English
1428,08/12/2019 08:23:08,38.0,Male,Frankfurt,Software Architect,15,Senior,77000.0,77000.0,Deutsch
1431,08/12/2019 11:19:34,29.0,Female,Hamburg,Machine Learning Engineer,4,Middle,60000.0,55000.0,English
1433,08/12/2019 15:03:59,35.0,Male,Stuttgart,Backend Developer,6,Senior,60600.0,54000.0,English
1435,08/12/2019 15:50:38,33.0,Male,Munich,Backend Developer,12,Senior,120000.0,115000.0,Deutsch
1436,08/12/2019 17:46:54,35.0,Male,Berlin,Backend Developer,10,Senior,84000.0,84000.0,English
1438,08/12/2019 20:32:15,30.0,Male,Berlin,Backend Developer,7,Senior,87000.0,80000.0,English
1439,08/12/2019 21:15:24,34.0,Male,Munich,Fullstack Developer,8,Lead,90000.0,80000.0,English
1441,08/12/2019 21:53:55,31.0,Male,Berlin,Frontend Developer,3,Junior,48000.0,42000.0,Deutsch
1442,08/12/2019 23:06:40,36.0,Male,Berlin,QA,6,Middle,50000.0,50000.0,Deutsch
1445,09/12/2019 09:38:54,29.0,Male,Cologne,Manager,4,Middle,52000.0,50000.0,English
1446,09/12/2019 10:26:16,34.0,Female,Berlin,Software Architect,2,Junior,45000.0,42000.0,Deutsch
1447,09/12/2019 11:14:24,31.0,Female,Berlin,Data Scientist,1,Junior,45000.0,36000.0,English
1448,09/12/2019 11:27:36,33.0,Male,Berlin,Frontend Developer,8,Senior,70000.0,56000.0,English
1449,09/12/2019 11:58:49,38.0,Male,Berlin,Frontend Developer,10,Senior,75000.0,75000.0,English
1450,09/12/2019 12:17:25,35.0,Male,Berlin,Fullstack Developer,16,Senior,95000.0,80000.0,English
1451,09/12/2019 12:28:47,21.0,Male,Moscow,Data Scientist,4,Middle,28300.0,7200.0,English
1452,09/12/2019 12:40:50,43.0,Male,Schleswig-Holstein,Backend Developer,25,Senior,93000.0,92000.0,Deutsch
1453,09/12/2019 13:18:27,33.0,Male,Berlin,Data Scientist,3,Middle,77000.0,70000.0,English
1455,09/12/2019 16:07:23,35.0,Female,Braunschweig,Embedded Developer,5,Senior,45000.0,56000.0,Deutsch
1458,09/12/2019 16:54:48,41.0,Male,Munich,Machine Learning Engineer,12,Senior,82000.0,78000.0,English
1459,09/12/2019 17:54:43,29.0,Male,Munich,Data Scientist,2,Middle,63000.0,55000.0,Deutsch
1461,09/12/2019 19:15:11,31.0,Male,Berlin,Backend Developer,10,Lead,115000.0,107000.0,English
1464,10/12/2019 07:44:42,29.0,Male,Berlin,Data Scientist,3,Middle,51000.0,51000.0,English
1465,10/12/2019 08:18:21,35.0,Male,Berlin,Backend Developer,13,Senior,75000.0,75000.0,English
1466,10/12/2019 08:52:07,22.0,Male,Amsterdam,Frontend Developer,5,Middle,82000.0,65000.0,English
1467,10/12/2019 08:52:46,35.0,Male,Amsterdam,Backend Developer,16,Senior,77500.0,75000.0,English
1468,10/12/2019 09:02:46,35.0,Male,Amsterdam,Data Engineer,10,Senior,74400.0,68000.0,English
1472,10/12/2019 09:38:51,43.0,Male,Kaiserslautern,Data Scientist,3,Middle,62500.0,56100.0,English
1473,10/12/2019 09:41:50,33.0,Male,Amsterdam,Fullstack Developer,10,Middle,69000.0,65000.0,English
1475,10/12/2019 09:55:11,35.0,Male,Amsterdam,QA,10,Senior,65000.0,65000.0,English
1479,10/12/2019 10:21:52,33.0,Male,Munich,Fullstack Developer,12,Senior,54000.0,50000.0,English
1482,10/12/2019 10:47:10,38.0,Male,Düsseldorf,Data Scientist,3,Middle,78000.0,48000.0,English
1483,10/12/2019 10:48:01,24.0,Male,Saint Petersburg,Fullstack Developer,4,Middle,30000.0,30000.0,Russian
1485,10/12/2019 11:18:57,30.0,Male,Amsterdam,Fullstack Developer,8,Senior,80000.0,78000.0,English
1489,10/12/2019 11:44:40,35.0,Female,Amsterdam,Backend Developer,13,Senior,64000.0,61500.0,English
1490,10/12/2019 11:54:23,30.0,Female,Amsterdam,Backend Developer,7,Middle,62000.0,62000.0,English
1491,10/12/2019 11:55:02,29.0,Male,Amsterdam,Frontend Developer,8,Senior,70000.0,62000.0,English
1493,10/12/2019 12:03:22,30.0,Male,Berlin,Data Scientist,9,Senior,105000.0,98000.0,English
1495,10/12/2019 12:19:11,35.0,Male,Eindhoven ,Frontend Developer,10,Senior,62000.0,62000.0,English
1497,10/12/2019 12:28:01,29.0,Male,Amsterdam,Backend Developer,11,Senior,90000.0,80000.0,English
1499,10/12/2019 12:43:38,27.0,Male,Amsterdam,Backend Developer,4,Middle,78000.0,60000.0,English
1500,10/12/2019 13:00:26,34.0,Male,Amsterdam,Fullstack Developer,12,Senior,75000.0,73000.0,English
1501,10/12/2019 13:13:32,37.0,Male,Eindhoven,Backend Developer,16,Senior,83400.0,62000.0,English
1502,10/12/2019 13:50:29,29.0,Male,Amsterdam,Backend Developer,9,Senior,67000.0,60000.0,English
1509,10/12/2019 16:07:08,27.0,Male,Stuttgart,Fullstack Developer,6,Senior,48000.0,42000.0,English
1510,10/12/2019 16:11:01,32.0,Male,Hilversum,Fullstack Developer,10,Senior,83000.0,65000.0,English
1511,10/12/2019 16:15:58,28.0,Male,Hamburg,Backend Developer,5,Senior,67000.0,56000.0,Deutsch
1512,10/12/2019 16:16:30,32.0,Male,Amsterdam,Backend Developer,12,Middle,82000.0,78000.0,English
1515,10/12/2019 17:42:56,30.0,Male,Berlin,Data Scientist,6,Senior,75000.0,66000.0,English
1517,10/12/2019 19:33:26,27.0,Female,Amsterdam,Manager,8,Senior,87000.0,75000.0,English
1518,10/12/2019 19:52:47,33.0,Female,Hamburg,Data Scientist,5,Middle,58000.0,57000.0,Deutsch
1519,10/12/2019 19:58:07,27.0,Female,Berlin,Backend Developer,5,Middle,50000.0,48000.0,Deutsch
1521,10/12/2019 20:59:37,32.0,Male,Munich,SRE,11,Senior,69300.0,66000.0,Deutsch
1522,10/12/2019 21:16:31,31.0,Male,Munich,Head of Engineering,11,Senior,75000.0,70000.0,English
1523,10/12/2019 21:52:08,28.0,Female,Warsaw,Fullstack Developer,5,Senior,155000.0,144000.0,Polish+English
1527,10/12/2019 22:55:17,28.0,Male,Gdańsk,Data Scientist,5,Middle,14000.0,9000.0,English
1528,10/12/2019 23:19:38,26.0,Male,Amsterdam,DevOps,6,Senior,68000.0,60000.0,English
1529,10/12/2019 23:40:20,37.0,Male,Amsterdam,Fullstack Developer,18,Middle,82000.0,65000.0,English
1532,11/12/2019 01:36:39,30.0,Male,Wroclaw,Manager,8,Middle,53000.0,48500.0,English
1534,11/12/2019 06:44:08,35.0,Male,Stuttgart,Manager,5,Senior,72000.0,72000.0,English
1536,11/12/2019 08:54:21,29.0,Male,Amsterdam,QA,8,Senior,74000.0,60000.0,English
1537,11/12/2019 09:21:53,34.0,Male,Amsterdam,Frontend Developer,10,Senior,60000.0,52800.0,English
1538,11/12/2019 09:54:31,34.0,Male,Berlin,Manager,2,Senior,63600.0,66000.0,Deutsch
1539,11/12/2019 09:57:24,24.0,Female,Warsaw,Modelling Specialist,1,Junior,72000.0,54000.0,Polish
1541,11/12/2019 10:11:04,31.0,Male,Munich,Machine Learning Engineer,9,Lead,125000.0,115000.0,Deutsch
1544,11/12/2019 10:54:37,32.0,Male,Düsseldorf,Data Engineer,7,Senior,62000.0,62000.0,English
1546,11/12/2019 11:27:30,40.0,Male,Amsterdam,System Administrator,20,Middle,78000.0,68000.0,English
1549,11/12/2019 11:53:22,31.0,Female,Amsterdam,QA,5,Senior,67000.0,54000.0,English
1550,11/12/2019 11:56:43,30.0,Male,Amsterdam,Backend Developer,10,Middle,80000.0,72000.0,English
1551,11/12/2019 12:15:48,31.0,Male,Munich,Machine Learning Engineer,9,Lead,125000.0,115000.0,Deutsch
1552,11/12/2019 12:15:52,30.0,Female,Berlin,Business Analyst,6,Senior,63000.0,57000.0,English
1554,11/12/2019 12:18:56,31.0,Male,Frankfurt,Backend Developer,7,Middle,74200.0,70200.0,English
1555,11/12/2019 12:29:58,29.0,Male,Amsterdam,Backend Developer,8,Senior,86000.0,75000.0,English
1556,11/12/2019 12:33:32,30.0,Male,Munich,Cloud Platform Engineer,15,Senior,117000.0,115000.0,English
1559,11/12/2019 13:21:41,26.0,Male,Limassol,QA,7,Senior,63600.0,50000.0,Russian
1561,11/12/2019 14:20:02,30.0,Male,Vienna,Frontend Developer,2,Junior,21600.0,25200.0,English
1562,11/12/2019 14:36:31,34.0,Male,Berlin,Manager,2,Senior,63600.0,66000.0,Deutsch
1564,11/12/2019 14:52:35,33.0,Male,Munich,Frontend Developer,5,Senior,78000.0,72000.0,English
1568,11/12/2019 17:05:12,39.0,Male,Amsterdam,Mobile Developer,16,Senior,65000.0,64800.0,English
1570,11/12/2019 18:26:10,30.0,Male,Munich,Backend Developer,9,Senior,112000.0,105000.0,Deutsch
1571,11/12/2019 18:31:22,28.0,Male,Frankfurt,Data Scientist,6,Senior,87000.0,75000.0,Deutsch
1572,11/12/2019 19:46:49,35.0,Male,Berlin,Backend Developer,10,Senior,68000.0,66000.0,English
1574,11/12/2019 20:15:15,40.0,Male,Munich,Fullstack Developer,15,Senior,160000.0,130000.0,Deutsch
1576,11/12/2019 22:43:50,33.0,Male,Amsterdam,Manager,15,Senior,80000.0,75000.0,English
1578,12/12/2019 00:07:19,25.0,Male,Amsterdam,Backend Developer,2,Junior,52500.0,50000.0,English
1579,12/12/2019 00:19:49,33.0,Male,Munich,Backend Developer,11,Senior,68000.0,60000.0,English
1581,12/12/2019 09:05:21,40.0,Male,Munich,QA,3,Junior,52000.0,1.0,Deutsch
1582,12/12/2019 09:25:03,35.0,Male,Munich,Software Architect,11,Senior,105000.0,77000.0,English
1583,12/12/2019 09:26:15,41.0,Male,Munich,Backend Developer,20,Senior,75000.0,75000.0,English
1584,12/12/2019 12:05:57,31.0,Male,Düsseldorf,Backend Developer,11,Senior,82500.0,76300.0,English
1587,12/12/2019 15:11:22,45.0,Female,Munich,Backend Developer,20,Senior,200000.0,200000.0,Deutsch
1588,12/12/2019 15:51:07,37.0,Male,Berlin,Backend Developer,3,Middle,54000.0,54000.0,English
1589,12/12/2019 17:59:24,31.0,Male,Berlin,Data Scientist,8,Senior,98000.0,90000.0,English
1592,12/12/2019 20:42:46,42.0,Male,Munich,Fullstack Developer,20,Senior,63000.0,60000.0,Deutsch
1593,13/12/2019 07:38:58,25.0,Male,Berlin,Fullstack Developer,3,Middle,30000.0,27500.0,Deutsch
1596,13/12/2019 13:18:15,30.0,Male,Frankfurt,Fullstack Developer,9,Senior,95000.0,90000.0,Deutsch
1597,13/12/2019 14:15:46,33.0,Male,Amsterdam,IT Security,13,Senior,90000.0,85000.0,English
1598,13/12/2019 14:20:55,33.0,Female,Munich,Manager,5,Middle,55000.0,50000.0,English
1599,13/12/2019 14:30:35,26.0,Male,Berlin,UX Researcher,2,Junior,48000.0,44000.0,English
1600,13/12/2019 14:45:27,32.0,Male,Berlin,Manager,10,Senior,88000.0,88000.0,English
1601,13/12/2019 16:05:06,30.0,Male,Munich,Data Scientist,2,Middle,68500.0,60000.0,Deutsch
1602,13/12/2019 18:50:38,33.0,Male,Munich,Machine Learning Engineer,12,Lead,115000.0,110000.0,Deutsch
1604,13/12/2019 22:08:36,52.0,Male,Cologne,Network Engineer,30,Senior,60000.0,60000.0,Deutsch
1607,14/12/2019 11:24:26,35.0,Male,Munich,Game Developer,11,Senior,65000.0,60000.0,English
1611,14/12/2019 15:53:27,45.0,Male,Munich,Backend Developer,19,Senior,73000.0,67000.0,Deutsch
1612,14/12/2019 20:36:15,31.0,Female,Berlin,Backend Developer,5,Senior,75000.0,60000.0,English
1613,14/12/2019 21:24:25,32.0,Male,Frankfurt,Machine Learning Engineer,2,Middle,68000.0,60000.0,Deutsch
1614,15/12/2019 01:38:32,32.0,Male,Berlin,Fullstack Developer,10,Senior,75000.0,75000.0,English
1617,15/12/2019 13:10:22,41.0,Male,Berlin,Data Engineer,25,Senior,72000.0,72000.0,English
1618,15/12/2019 16:30:41,36.0,Male,Antwerpen,Manager,15,Middle,36000.0,36000.0,English
1621,15/12/2019 20:07:49,33.0,Male,Berlin,Backend Developer,11,Senior,75000.0,65000.0,English
1622,15/12/2019 21:17:42,38.0,Male,Berlin,Mobile Developer,11,Senior,78000.0,75000.0,English
1623,15/12/2019 21:25:51,33.0,Female,Munich,Data Scientist,3,Junior,60000.0,52000.0,Deutsch
1624,15/12/2019 21:27:56,35.0,Male,Munich,Embedded Developer,13,Senior,78000.0,60000.0,English
1625,15/12/2019 22:26:11,30.0,Male,Berlin,Support,2,Middle,55000.0,42000.0,English
1626,15/12/2019 22:27:55,41.0,Female,Munich,Manager,18,Senior,109000.0,90000.0,Deutsch
1627,15/12/2019 23:00:50,30.0,Male,Berlin,Backend Developer,10,Senior,78000.0,75000.0,English
1630,16/12/2019 11:45:25,27.0,Male,Berlin,Fullstack Developer,11,Senior,78000.0,76000.0,English
1631,16/12/2019 13:54:21,28.0,Male,Munich,Data Scientist,2,Junior,52000.0,45000.0,Deutsch
1636,17/12/2019 00:06:19,26.0,Male,Munich,Backend Developer,6,Middle,62000.0,45000.0,Deutsch
1637,17/12/2019 10:35:09,40.0,Male,Munich,Software Architect,22,Senior,95000.0,89000.0,Deutsch
1638,17/12/2019 14:26:21,34.0,Male,Munich,Backend Developer,15,Senior,86000.0,72000.0,English
1639,17/12/2019 16:01:15,25.0,Female,Berlin,Fullstack Developer,6,Senior,54000.0,54000.0,English
1640,17/12/2019 17:04:40,29.0,Female,Berlin,Backend Developer,3,Middle,49000.0,40000.0,English
1644,18/12/2019 00:12:31,33.0,Female,Berlin,Backend Developer,6,Senior,62000.0,48000.0,English
1646,18/12/2019 20:46:38,40.0,Male,Munich,Manager,16,Senior,120000.0,92000.0,English
1649,19/12/2019 11:38:19,28.0,Male,Würzburg ,Fullstack Developer,6,Middle,72000.0,60000.0,Deutsch
1651,19/12/2019 19:25:55,28.0,Male,Berlin,Backend Developer,7,Senior,73000.0,70000.0,English
1654,20/12/2019 10:44:50,39.0,Male,Amsterdam,Mobile Developer,15,Senior,65000.0,64800.0,English
1655,20/12/2019 10:44:56,33.0,Male,Munich,DevOps,10,Senior,88000.0,80000.0,English
1658,20/12/2019 10:48:31,30.0,Male,Amsterdam,Frontend Developer,12,Senior,77700.0,58000.0,English
1659,20/12/2019 10:49:14,37.0,Male,Amsterdam,DevOps,15,Senior,80000.0,80000.0,English
1660,20/12/2019 10:50:51,35.0,Male,Berlin,SRE,13,Senior,85000.0,69000.0,English
1662,20/12/2019 10:55:41,35.0,Male,Amsterdam,Backend Developer,15,Senior,82500.0,75000.0,English
1663,20/12/2019 10:57:14,30.0,Male,Bremen,Backend Developer,2,Junior,52000.0,52000.0,Deutsch
1664,20/12/2019 11:01:59,31.0,Male,Munich,Mobile Developer,5,Senior,60000.0,60000.0,English
1667,20/12/2019 11:17:22,36.0,Male,Berlin,Backend Developer,15,Senior,62000.0,58000.0,English
1668,20/12/2019 11:23:58,29.0,Male,Berlin,Frontend Developer,3,Middle,70000.0,55000.0,English
1669,20/12/2019 11:25:53,30.0,Male,Amsterdam,Mobile Developer,6,Senior,81000.0,78000.0,English
1670,20/12/2019 11:29:48,26.0,Male,Amsterdam,Data Engineer,1,Junior,52000.0,0.0,English
1673,20/12/2019 12:08:31,28.0,Male,Lausanne,Researcher,7,Junior,50800.0,50000.0,English
1674,20/12/2019 12:19:15,26.0,Male,Hamburg,Frontend Developer,5,Middle,41160.0,41000.0,English
1679,20/12/2019 12:40:50,30.0,Male,Amsterdam,SRE,8,Senior,107685.0,88000.0,English
1683,20/12/2019 16:58:52,45.0,Male,Berlin,Fullstack Developer,25,Senior,70000.0,70000.0,Deutsch
1684,20/12/2019 17:16:52,39.0,Male,Berlin,Solution Architect,10,Senior,82000.0,81000.0,English
1685,20/12/2019 17:19:31,26.0,Male,Berlin,Fullstack Developer,4,Middle,75000.0,58000.0,English
1686,20/12/2019 17:56:21,30.0,Male,Berlin,SRE,11,Senior,88000.0,80000.0,English
1689,20/12/2019 18:05:21,31.0,Male,Berlin,Fullstack Developer,10,Middle,65000.0,65000.0,English
1690,20/12/2019 18:13:59,36.0,Male,Munich,Tech Lead,10,Senior,93000.0,79000.0,English
1692,20/12/2019 19:39:55,32.0,Male,Berlin,Backend Developer,10,Senior,78000.0,75000.0,English
1693,20/12/2019 20:43:43,37.0,Male,Stockholm,Database Developer (DBA),15,Senior,60000.0,57000.0,English
1697,20/12/2019 22:56:06,31.0,Male,Düsseldorf,Business Analyst,5,Middle,55000.0,55000.0,English
1698,21/12/2019 08:11:37,34.0,Female,Berlin,Backend Developer,5,Middle,60000.0,55000.0,English
1700,21/12/2019 11:30:07,45.0,Male,Munich,Data Engineer,18,Senior,86700.0,86700.0,English
1701,21/12/2019 11:42:15,37.0,Male,Berlin,Backend Developer,17,Lead,75000.0,73000.0,English
1702,21/12/2019 12:17:26,35.0,Female,Berlin,QA,3,Middle,40000.0,37000.0,English
1703,21/12/2019 15:01:03,28.0,Female,Berlin,Mobile Developer,7,Senior,65000.0,60000.0,English
